identifier,name,description,ingredients,serving_size,servings,steps,tags,search_terms
183685,Lib's Christmas Grapefruit Salad,"This is such a simple, but tasty salad to serve at Christmas. I got this from her in 1964. On the index card, it says 2 grapefruit, but I use 3. This has great eye appeal.","[""3       grapefruits""\,""1 (3   ounce) package   lime Jell-O gelatin""\,""1/2  cup    pecans (toasted then cut into medium sized pieces)""\,""1 (5   ounce) jar   maraschino cherries (halved and drained)""]",82,12,"['Combine package with 3/4 cup boiling water until disolved.'\, 'Add another 3/4 cup water and stir.'\, 'Chill until mixture starts to thicken.'\, 'Meanwhile cut grapefruit in half and remove fruit and any remaining membranes.'\, 'Remove any membranes from fruit\, and break segments in half.'\, 'Add grapefruit\, pecans and cherries to Jello.'\, 'Fill each half grapefruit with mixture.'\, 'Congeal\, then cut each half in two.'\, 'Serve each wedge on a small plate on a bed of lettuce to stablize.']","['time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'low-protein'\, 'healthy'\, '5-ingredients-or-less'\, 'salads'\, 'fruit'\, 'easy'\, 'beginner-cook'\, 'dinner-party'\, 'holiday-event'\, 'low-fat'\, 'nuts'\, 'dietary'\, 'christmas'\, 'low-sodium'\, 'low-cholesterol'\, 'low-saturated-fat'\, 'low-calorie'\, 'healthy-2'\, 'low-in-something'\, 'citrus'\, 'novelty']","{'low-calorie'\, 'low-sodium'\, 'salad'\, 'healthy'\, 'low-fat'\, 'dinner'}"
48140,Jam-Filled Christmas Cookies,"Cookies of this type are usually rolled in beaten egg white, which I find a fussy step. That is why I like this recipe so much; it's tasty AND easy. I found it back in the 1980s in a Norene Gilletz book. They look wonderful on a cookie tray.","[""3/4  cup    walnut pieces""\,""1 1/2  cups    all-purpose flour\, divided ""\,""1/2  cup   cold butter or 1/2  cup    margarine\, cut in chunks ""\,""1/2  cup    icing sugar""\,""1/2  teaspoon    almond extract""\,""1   large    egg""\,""1/2  cup    seedless raspberry jam (or jam of your choice)""]",662,1,"['Preheat oven to 350F; line cookie sheets with parchment paper and set aside.'\, 'In a food processor fitted with steel blade\, process walnuts and 1/4 cup of the flour until nuts are quite finely chopped; remove from processor into a dish and set aside.'\, 'Place remaining flour into food processor\, along with butter and icing sugar; process until mixture has a crumbly texture\, about 10 seconds or so.'\, 'Return nut mixture to food processor\, along with almond extract and the egg.'\, 'Process until entire mixture is combined; 15 seconds or so.'\, 'Make one-inch balls from mixture and place on prepared cookie sheet; using the end of a wooden spoon\, make an indentation into each cookie.'\, 'Fill each hole with a wee bit of jam; I prefer seedless raspberry\, but will use strawberry too-- I find the red jams suit the holiday season\, but you can use any jam you want.'\, 'Bake in preheated oven for 15 to 18 minutes\, or until golden brown.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'hand-formed-cookies'\, 'desserts'\, 'eggs-dairy'\, 'fruit'\, 'oven'\, 'easy'\, 'potluck'\, 'dinner-party'\, 'holiday-event'\, 'kid-friendly'\, 'kosher'\, 'vegetarian'\, 'cookies-and-brownies'\, 'easter'\, 'nuts'\, 'eggs'\, 'food-processor-blender'\, 'dietary'\, 'gifts'\, 'christmas'\, 'thanksgiving'\, 'low-sodium'\, 'comfort-food'\, 'valentines-day'\, 'low-in-something'\, 'taste-mood'\, 'to-go'\, 'equipment'\, 'small-appliance'\, 'number-of-servings']","{'low-sodium'\, 'vegetarian'\, 'cookie'\, 'dessert'\, 'dinner'}"
72704,Christmas Carrot Pesto Bake,This is a favourite on the Christmas table and there is never anything left. Found this in an Australian published Christmas recipe book.,"[""50   g    butter""\,""50   g    plain flour""\,""750   ml    milk""\,""150   ml    creme fraiche""\,""1   teaspoon   crushed black peppercorns""\,""175   g    cheddar cheese\, grated ""\,""4       eggs\, lightly beaten ""\,""2   tablespoons   ready-made pesto sauce""\,""675   g    carrots\, grated ""\,""225   g   no pre-cooked lasagna sheets""\,""1/4  cup   of chopped parsley (to garnish)""\,""  vegetables\, to brush ""\,""  green salad\, to serve ""]",381,4,"['Brush a 30 x 20cm/ 12 x 8 inch ovenproof dish with oil.'\, 'Melt the butter in a large pan.'\, 'Add the flour and stir over a low heat until the mixture is lightly golden and bubbling.'\, 'Mix together the milk\, creme fraiche and peppercorns and gradually add to the pan\, stirring between each addition until the mixture is smooth.'\, 'Stir constantly over a medium heat for 5 minutes\, or until the mixture boils and thickens.'\, 'Boil for a further minute\, then remove from heat.'\, 'Stir in 115g/ 4oz of the cheese and let cool slightly.'\, 'Gradually add the beaten eggs\, stirring constantly.'\, 'Pour a third of the sauce into another bowl to make the topping and set aside.'\, 'Add the pesto and grated carrot to the remaining sauce\, stirring to combine.'\, 'Preheat the oven to 150 C/ 300F.'\, 'Beginning with one-third of the carrot mixture\, make alternate layers of carrot mixture and lasagne in the prepared dish.'\, 'Use three layers of each\, finishing with lasagne sheets.'\, 'Spread the reserved sauce evenly over the top.'\, 'Sprinkle with the remaining grated cheese.'\, 'Set aside for 15 minutes before cooking to allow the pasta to soften.'\, 'Bake for about 40 minutes\, or until the sauce has set and the top is golden brown.'\, 'Remove the lasagne from the oven\, cover and let stand for 15 minutes- this will ensure that it will slice cleanly and easily.'\, 'Garnish with parsley and serve with fresh crisp salad.']","['weeknight'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'main-dish'\, 'pasta'\, 'vegetables'\, 'oven'\, 'holiday-event'\, 'lasagna'\, 'christmas'\, 'pasta-rice-and-grains'\, 'carrots'\, 'equipment'\, '4-hours-or-less']",{'dinner'}
381787,Mother’s Christmas  Cranberry Salad,"Mary Beth serves this salad every year at a fundraising Christmas party she hosts for the female residents of our local Salvation Army.  She serves many wonderful dishes, but, none better than this one.  She said her mother makes it for their family each Christmas.  Now, I make it for mine.   My sister, Janice, would probably stay home if I didn't serve it at our family dinner.","[""1   lb    raw cranberries""\,""2   cups    sugar""\,""1 1/2  cups    pineapple tidbits\, drained ""\,""2   cups    mini marshmallows""\,""1   cup    pecans\, chopped ""\,""1   pint    heavy cream\, whipped ""]",129,12,"['Wash and grind cranberries in food processor.'\, 'Cover with sugar and let stand 2 hours.  (this portion can be made days ahead and frozen)'\, 'Add remainder of ingredients before serving and chill.']","['15-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'low-protein'\, 'desserts'\, 'salads'\, 'easy'\, 'holiday-event'\, 'dietary'\, 'christmas'\, 'low-sodium'\, 'low-in-something'\, '3-steps-or-less']","{'dessert'\, 'low-sodium'\, 'salad'}"
52283,Linda's Chocolate Dipped Pretzel Rods,"Looking for something fun to make for Valentine's Day or Easter?  Grab your holiday sprinkles, and have fun!  These are a yummy treat for kids and adults alike! I made these for co-workers and family members during the holidays, and put some in gift baskets for Christmas.  You can also change the M&M's and use the pastel colored ones for Easter to put in the kiddies Easter Baskets... You can make them for any of the holidays, by just using different holiday jimmies and candies... I wrapped in green and red saran wrap and tied with a coordinating ribbon for Christmas.  They look pretty enough to put on top of Christmas presents or packages, use as party favors for kids, or as a place setting using a name tag tied with a ribbon to each one, so the kids know where their seats are.  I have dipped them in caramel and then  chocolate and sprinkled with nuts and M&M's.  I have also used chopped candy bars such as Butterfingers. You could even use the little cinnamon hot red candies for Valentine's Day!  Or put those cute candy hearts with the little sayings down the front with some sprinkles.  The sky is the limit.  Use your imagination, and I am sure they will work fine for you too.  Great to do as a fun day with the kiddies too!","[""1 (16   ounce) package   milk chocolate chips""\,""1 (10   ounce) box   pretzel sticks""\,""1 (5 1/2  ounce) container   candy sprinkles (I used the little red and green christmas trees for the holidays)""]",18,30,"['Put the chocolate chips in the top of a double boiler.'\, 'Put water in the bottom pan\, and heat the water\, to melt the chocolate chips in the top pan.'\, 'When chips are melted\, take off stove\, and dip pretzel rods first in the chocolate to about half way down the rod\, then dip the tip into the sprinkles about 2"" down the chocolate\, and lay on waxed paper.'\, 'Let the chocolate harden a good 1/2 hour.'\, 'I wrapped mine individually in green saran wrap for the holidays\, to keep them fresh.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'north-american'\, 'for-large-groups'\, '5-ingredients-or-less'\, 'lunch'\, 'snacks'\, 'american'\, 'easy'\, 'holiday-event'\, 'kid-friendly'\, 'easter'\, 'chocolate'\, 'stove-top'\, 'dietary'\, 'gifts'\, 'christmas'\, 'thanksgiving'\, 'wedding'\, 'st-patricks-day'\, 'valentines-day'\, 'equipment'\, 'number-of-servings']","{'lunch'\, 'snack'}"
101471,Grandmag's Baked Christmas Ham,"We always have a huge smoked ham at Christmas. When my children were little I never slept Christmas Eve night, I always stayed up and cooked the Christmas ham, and waited on Santa. My GrannyN use to cook hers this way, the only thing I changed is I don't pre-bake the ham in brown paper bags like she did. Cook times vary from the size of the ham used. Our ham at Christmas is usually 25-30 pounds. Check the package wrap for suggested cook times for the pound ham that you purchased. My final cook times are approximate, it depends on the thermometer readings. I have also posted a great recipe for leftover ham.","[""20 -30   lbs   whole smoked ham""\,""1 (16   ounce) can   pineapple slices\, set aside the liquid  (if you have a smaller ham use the 4 ounce can)""\,""8       maraschino cherries\, whole\, set aside 2 teaspoons liquid  (I use the red and the green colored ones)""\,""2 (16   ounce) boxes   brown sugar (I use dark brown sugar)""\,""1 (1   ounce) jar   whole cloves""\,""1   cup    honey""\,"" wooden toothpick""]",13128,1,"['Wash ham throughly.'\, 'Cut diagional criss crossed lines one inch apart\, one inch deep.'\, 'When you are finished the cut lines should look diamond shape.'\, 'This has to be done all around the whole ham.'\, 'Insert whole clove in each crossed section.'\, 'Try to push the clove down at least an inch into the meat.'\, 'Bake one hour covered\, in very deep baking pan\, at 275 degrees.'\, 'This is where my GrannyN would have the ham in a paper bag.'\, 'Drain off fat.'\, 'Bake another hour covered at 275 degrees.'\, 'Drain off fat.'\, 'Let ham sit uncovered while you warm the honey.'\, 'Pour honey over the ham\, and cook uncovered for an hour at 300 degrees.'\, 'Remove from oven and drain.'\, 'Let sit until cool to touch\, about 30 minutes.'\, 'The ham top should be a little sticky.'\, ""If not it's ok.""\, 'When cool\, using your hands\, pack brown sugar all over the top and sides of ham.'\, 'Pushing the sugar in the cut slices.'\, 'Push tooth picks through the cherries.'\, 'Place pineapple rings on top of ham using toothpick with cherries to hold in place.'\, 'Insert meat thermometer.'\, 'Mix together pineapple juice and cherry juice.'\, 'Divide.'\, 'Pour half of mixture in bottom of pan.'\, 'Cover\, and bake for 2 hours at 350 degrees.'\, 'Check doneness.'\, 'Usually at this point the ham is usually done.'\, 'Last 30 minutes\, Uncover and pour remainder of pineapple juice on top.']","['ham'\, 'time-to-make'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'north-american'\, 'pork'\, 'american'\, 'southern-united-states'\, 'oven'\, 'holiday-event'\, 'dietary'\, 'christmas'\, 'high-protein'\, 'high-in-something'\, 'meat'\, 'equipment'\, 'number-of-servings']","{'southern'\, 'pork'\, 'dinner'\, 'baked'}"
118337,Christmas Breakfast Sausage Casserole,Submitted by: M.K. Meredith at allrecipes.com.,"[""1   lb    ground sausage""\,""1   teaspoon    mustard powder""\,""1/2  teaspoon    salt""\,""4       eggs\, beaten ""\,""2   cups    milk""\,""6   slices    white bread\, toasted and cut into cubes ""\,""8   ounces    mild cheddar cheese\, shredded ""]",190,8,"['Crumble sausage into a medium skillet. Cook over medium heat until evenly brown; drain.'\, 'In a medium bowl\, mix together mustard powder\, salt\, eggs and milk.'\, 'Add the sausage\, bread cubes\, and cheese\, and stir to coat evenly.'\, 'Pour into a greased 9x13 inch baking dish.'\, 'Cover\, and chill in the refrigerator for 8 hours\, or overnight.'\, 'Preheat oven to 350 degrees F (175 degrees C).'\, 'Cover\, and bake 45 to 60 minutes. Uncover\, and reduce temperature to 325 degrees F (165 degrees C).'\, 'Bake for an additional 30 minutes\, or until set.']","['time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'omelets-and-frittatas'\, 'breakfast'\, 'casseroles'\, 'eggs-dairy'\, 'oven'\, 'holiday-event'\, 'eggs'\, 'dietary'\, 'christmas'\, 'low-carb'\, 'low-in-something'\, 'equipment']","{'breakfast'\, 'casserole'\, 'dinner'\, 'low-carb'}"
379024,Royal Almond Christmas Bars,"Another great Holiday recipe that we all can enjoy, simple and quick - and very tasty!!","[""2   cups    white sugar""\,""1/4  cup    light corn syrup""\,""1/2  cup    water""\,""1   pinch    salt""\,""2       egg whites""\,""2/3  cup    almonds""\,""35       caramels""\,""2   tablespoons    water""\,""24   ounces    chocolate chips""]",1824,1,"['In a medium saucepan\, combine sugar\, corn syrup and 1/2 cup water.  Bring to a boil and add salt.  heat to 270-290F\, or until a small amount of syrup dropped into cold water forms hard\, but pliable threads.'\, 'While the syrup is cooking\, beat the egg whites in the metal bowl of an electric mixer until stiff peaks form.\,  When the syrup is ready\, set the mixer to low speed\, remove the syrup from the heat\, and pour it into the egg whites in a thin stream\, blending continuously. Continue to mix until the nougat begins to thicken to the consistency of a soft dough\, about 20 minutes.'\, 'Lightly grease a 9x9 -inch baking dish.  Mix in almonds and press nougat into prepared dish\,  Chill in refrigerator until firm\, about 30 minutes.'\, 'In a small saucepan over low heat\, melt the caramels with water.  Pour melted caramel over nougat.  Chill in refrigerator for 30 minutes.'\, 'cut the chilled candy inot 124 oblong bars with a sharp knife.'\, 'In a microwave-safe bowl\, microwave chocolate until melted.  Stir occasionally until chocolate is smooth.  Dip bars into melted chocolate\, let cool 2 hours on wire rack or waxed paper.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'desserts'\, 'holiday-event'\, 'candy'\, 'dietary'\, 'christmas'\, 'low-sodium'\, 'low-in-something']","{'dessert'\, 'low-sodium'}"
402317,Sour Cream Christmas Cookies,"Best if dough is refrigerated for 30 min to an hour before rolling, cooking time depends on size of cookie cutouts.  I usually add 5 cups of flour.","[""1   cup    shortening (part butter)""\,""2   cups    sugar""\,""3       eggs""\,""3   teaspoons    vanilla""\,""1/2  cup    sour cream""\,""5 -6   cups    flour""\,""1   teaspoon    baking powder""\,""1/2  teaspoon    cream of tartar""\,""1   teaspoon    salt""]",101,15,"['Cream first four ingredients.'\, 'Add sour cream\, then dry ingredients.'\, 'Refrigerate dough (not necessary but helpful).'\, 'Roll and cut 1/8"".'\, 'Bake at 375 degrees for 10-12 minutes.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'for-large-groups'\, 'rolled-cookies'\, 'desserts'\, 'holiday-event'\, 'cookies-and-brownies'\, 'christmas'\, 'number-of-servings']","{'cookie'\, 'dessert'}"
200940,Christmas Mars Bar Slice,"ok my kids hate copha and cherries so the only way i could make them a white
christmas kind of slice was this way. and they loved it.","[""4 (60   g)    Mars bars""\,""80   g    butter""\,""6   cups    rice bubbles""\,""1 (200   g) packet   gummy frogs (red and green ones)""\,""200   g   melted chocolate\, to drizzle ""]",878,1,"['cut up mars bars and put in a microwavable bowl with the butter and melt.'\, '(keep an eye on it as it melts quite quickly. u only need a minute or two).'\, 'cut up frogs ( small pieces) and put with rice bubbles into a bowl.'\, 'add the mars bars mixture to the rice bubbles and frogs and mix through until.'\, 'all the rice bubbles are covered.'\, 'put in the fridge chiller for at least an hour'\, 'take out and drizzle with melted chocolate.'\, 'put into fridge for 30 minutes'\, 'take out and cut into slices.'\, 'i hope you enjoy this as much as my kids do :)'\, 'merry christmas.']","['time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'south-west-pacific'\, '5-ingredients-or-less'\, 'desserts'\, 'australian'\, 'easy'\, 'beginner-cook'\, 'holiday-event'\, 'kid-friendly'\, 'candy'\, 'chocolate'\, 'dietary'\, 'christmas'\, 'inexpensive'\, 'toddler-friendly'\, '4-hours-or-less']",{'dessert'}
262255,Mini Christmas Pudding Treats,A great little treat that look like Christmas puddings. These little puddings are so quick and simple to prepare. They always disappear quickly. You can use orange juice or water with a little brandy essence if you do not wish to add the alcohol. Measurements are all approximations- the mixture should be moist enough to easily roll into small walnut sized balls. Use any purchased Christmas fruit cake-even home brand turns out OK. Any sized cake is OK. You can add some extra diced glace cherries if you wish. My brother-in-law originally made these from a magazine about ten years ago- we have been making them every Christmas since.,"[""700   g    fruitcake\, store purchased. I prefer a dark fruit cake ""\,""1/4  cup    orange juice or 1/4  cup    water\, with some brandy essence added ""\,""250   g    white chocolate\, melted ""\,""3      red decorative candies\, use red snakes lollies ""\,""5      green decorative candies\, use green snake lollies ""]",33,30,"['Crumble the fruitcake with your hands into a mixing bowl.'\, 'Stir in the brandy and mix thoroughly. Add enough of the brandy (or substitute) so that the mixture will easily roll into walnut sized balls. Roll into balls using your hands.'\, 'Place the rolled balls onto a lined baking tray.'\, 'Melt the chocolate and drizzle over the balls to represent the custard. Use a teaspoon and let the chocolate run down the sides of the little puddings.'\, 'Chop the snake lollies using scissors into small slices. Add two green and one red piece to the top of the puddings. Position the lolly pieces lose together\, these become the holly atop of the puddings.'\, 'Refrigerate until the chocolate has set. Store in an airtight container and keep refrigerated.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'south-west-pacific'\, 'for-large-groups'\, 'desserts'\, 'australian'\, 'easy'\, 'holiday-event'\, 'winter'\, 'christmas'\, 'seasonal'\, 'number-of-servings']","{'dessert'\, 'pudding'}"
334229,Superb Christmas Pudding (Microwave),"Many years ago, when microwaves first came out, I took a cooking class downtown Vancouver to learn how to cook with this new gadget.  I found that I was not particularily fond of cooking meats in the microwave, but I truly did enjoy this wonderfully easy Christmas Pudding.  Make this 6 - 8 weeks before Christmas.  Serve with a custard or hard sauce.","[""6   tablespoons    butter\, room temperature ""\,""1   cup    currants""\,""2/3  cup    raisins""\,""2/3  cup    sultana""\,""1   tablespoon    almonds\, finely grounded ""\,""3/4  cup    flour""\,""1   tablespoon    brandy""\,""1/4  teaspoon    allspice""\,""1/4  teaspoon    nutmeg""\,""6   tablespoons    brown sugar""\,""2       eggs""\,""1       lemon\, juice and rind of""\,""3   tablespoons    molasses""\,""1       orange\, rind of\, only\, grated ""\,""1/4  teaspoon    browning sauce (I use Kitchen Bouquet)""]",84,8,"['Combine all the ingredients in a medium bowl.  Add a little browning sauce if you want it to be a little darker (it will not effect the taste).'\, 'Lightly butter a small pyrex bowl.   Note:  My bowl roughly holds 6 cups; you can fill the mixture to the top without worry that it will flow over.'\, 'Pack lightly into bowl.  Butter some wax paper lightly and place over the mixing bowl.  Place a second sheet over top and secure with elastic bands.'\, 'Cook 5 minutes on high:  rest for 5 minutes.'\, 'Cook 3 minutes on high:  rest for 5 minutes.'\, 'Cook 30 seconds on high:  rest for 5 minutes.'\, 'Unmould and let cool.  Brush all over with rum\, brandy or whisky. Store at room temperature in greaseproof paper\, or refrigerate in a plastic bag. This cake will keep well for several months (after long storage\, brush again with spirits and leave 24 hours or longer before eating).'\, 'To Serve:  Cut in thin slices with a sharp serrated knife.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'desserts'\, 'holiday-event'\, 'cakes'\, 'dietary'\, 'christmas']","{'dessert'\, 'pudding'}"
462254,Chunky Brandied Christmas Fruitcake,"Handwritten from my grandma's recipe collection.  This is from a friend of hers, no name dated 1984.  In her notes she has stated ""quite chunky due to all the nuts, looks very pretty when cut""","[""1   cup    raisins""\,""1/2  cup    dried prune\, pitted ""\,""1/2  cup    dried apricot""\,""225   g    dried dates\, pitted ""\,""1/2  cup    crystallized ginger""\,""2/3  cup    candied peel""\,""1/2  cup   red glace cherries""\,""1/2  cup    glace green cherries""\,""1   cup    brandy""\,""1 1/2  cups    brazil nuts""\,""1 1/2  cups    walnuts""\,""2/3  cup    raw sugar""\,""3       eggs""\,""1   teaspoon    vanilla or 1   teaspoon    almond essence""\,""1   cup   wholemeal plain flour""\,""1/2  teaspoon    baking powder""]",102,15,"['Day one.'\, 'Coarsley chop all the dried fruit and place into a large glass or ceramic bowl.'\, ""Pour over brandy\, cover with cling wrap and leave overnight (at least 12 hours) on your kitchen bench.  Don't refridgerate.""\, 'Day two.'\, 'Add in coarsley chopped nuts and sugar.  Stir.'\, 'In a seperate bowl\, beat the eggs with the essence until thick.  Add the flour and baking powder and stir.'\, 'Mix the cake mixture in with the fruit and nut mix\, stir well.'\, 'Pour mixture into a greased and lined deep 20cm cake tin.'\, 'Gently drop the filled cake tin on the floor 5 times to remove all air bubbles.'\, 'Bake at 140oC for 2 1/2 - 3 hours\, or until cooked.'\, 'Cool completley in the tin.'\, 'Serve in small slices.']","['time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'for-large-groups'\, 'desserts'\, 'fruit'\, '1-day-or-more'\, 'holiday-event'\, 'cakes'\, 'christmas'\, 'number-of-servings']",{'dessert'}
436369,Last Minute Christmas Pudding,"Such a delicious dessert for the Holiday Season - I love the steamed pudding, just like my Mom used to make!!","[""3/4  cup    brown sugar""\,""1/2  cup    shortening""\,""2   tablespoons    molasses""\,""1/3  cup    flour""\,""1   teaspoon    baking soda""\,""1   teaspoon    salt""\,""1   teaspoon    cinnamon""\,""1/2  teaspoon    nutmeg""\,""1/2  teaspoon    allspice""\,""1/2  teaspoon    ginger""\,""1/4  teaspoon    clove""\,""3   cups    apples\, peeled\, chopped and firmly packed ""\,""1   cup    raisins\, seedless ""\,""1   cup    dates\, choped ""\,""1/2  cup    currants""\,""1/2  cup    candied peel\, chopped ""\,""1/2  cup    raisins\, seeded ""\,""2   cups    soft breadcrumbs""\,""1/4  cup    sherry wine""]",110,10,"['Pour sherry over fruit; set aside.'\, 'Cream shortening\, sugar and molasses together.'\, 'Add dry ingredients.'\, 'Add fruit and breadcrumbs.'\, 'Spoon into greased pudding mold or molds.  Cover with greased brown paper.'\, 'Steam 2 hours for small molds; 3 hours for large.'\, 'This pudding can be made ahead and stored\, but is equally good made the day it is served.  Resteam before serving or microwave.  Serve with hard sauce or brown sugar sauce.']","['time-to-make'\, 'course'\, 'preparation'\, 'desserts'\, 'puddings-and-mousses'\, '4-hours-or-less']","{'dessert'\, 'pudding'}"
106418,Erma Bombeck's Christmas Dip,"This is great for the holiday season, and when everyone is sick and tired of Turkey and stuffing.","[""1/2  lb    lean ground beef""\,""1/2  cup   finely chopped onion""\,""1 (8   ounce) can   tomato sauce""\,""1 1/2  teaspoons    chili powder""\,""1/2  teaspoon    salt""\,""1 (8   ounce) can   pork and beans\, mashed ""\,""1/2  cup   coarsely grated American cheese""\,""1/4  cup   chopped black olives""]",92,9,"['Using a nonstick skillet\, cook beef and 1/4 cup onions for 5 minutes at medium high.'\, 'Stir often until beef is lightly browned.'\, 'Stir in sauce\, chili powder and salt.'\, 'Bring to simmer.'\, 'Stir in beans and simmer 3 to 4 minutes.'\, 'Turn into chafing dish.'\, 'Sprinkle with cheese\, olives and rest of onion.'\, 'Serve with taco chips.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'appetizers'\, 'beans'\, 'eggs-dairy'\, 'holiday-event'\, 'dips'\, 'dietary'\, 'christmas'\, 'meat'\, 'superbowl'\, 'taste-mood']",{'appetizer'}
104285,Christmas Punch Bowl Cake,"I saw this recipe in the Atlanta Journal Constitution several years ago. Being that I love punch bowl cake, I thought why not to try this one! I made this last Christmas and everyone loved it. It also red and green colors for Christmas!","[""1 (18 1/4  ounce) package   butter recipe cake mix""\,""3       eggs (or as called for by your cake mix)""\,""1/3  cup    oil (or as called for by your cake mix)""\,""1 1/3  cups    water (or as called for by your cake mix)""\,""1 (21   ounce) can   crushed pineapple\, undrained ""\,""1 (3 1/2  ounce) package   pistachio pudding mix""\,""1 (21   ounce) can   strawberry pie filling""\,""1 (16   ounce) container   non-dairy whipped topping\, thawed ""\,""1   cup    red maraschino cherry\, for garnish ""\,""1   cup    green maraschino cherry\, for garnish ""\,""1   cup    pecan halves or 1   cup    walnut halves\, for garnish ""]",165,15,"['Make cake according to package directions.'\, 'Cool completely.'\, 'Crumble cake.'\, 'Place half of crumbled cake in a large punch bowl.'\, 'Prepare pistachio pudding according to package directions.'\, 'Pour half of prepared pistachio pudding over cake\, spreading evely over cake.'\, 'Spoon half of undrained pineapple over pistachio pudding.'\, 'Poke holes in cake to allow pineapple juice to seep through.'\, 'Pour half of the strawberry pie filling over the pineapple mixture.'\, 'Spread half of the nondairy whipped topping over the strawberry pie filling.'\, 'Begin another layer by adding the remaining cake\, pudding\, pineapple\, pie filling and finally ending with the nondairy whipped topping.'\, 'Garnish with the maraschino cherries and walnut halves\, in an alternating pattern.'\, 'Refrigerate until you serve it to your guests.']","['time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'for-large-groups'\, 'desserts'\, 'holiday-event'\, 'dietary'\, 'christmas'\, 'number-of-servings'\, '4-hours-or-less']","{'cake'\, 'dessert'}"
262689,Hallie's Christmas Oyster Dip,"My Gram, Hallie, made this dip every Christmas. I can't imagine a holiday without it. I now make it as she has passed on, and am sure my daughter will carry on the tradition as she loves it also. Simple to make, yummy to eat. Made similar to a tuna salad.","[""1 (7   ounce) can   oysters\, chopped finely  (not smoked)""\,""1 -2       hard-boiled egg\, chopped finely ""\,""1/4  cup    diced onion""\,""2   tablespoons    sweet relish""\,""  salt and pepper""\,""1/4-1/2  cup    mayonnaise""\,""27       crackers\, crumbled  (use approx. 3/4 of a sleeve of butter crackers.)""]",37,15,"['Mix all ingredients\, refrigerate and serve on crackers.'\, 'Tweak recipe as you desire on amount of egg and mayo.'\, ""As Gram didn't have a real recipe\, I just guessed and I am sure I never make it the same\, but it is always delicious!""]","['15-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'for-large-groups'\, 'appetizers'\, 'easy'\, 'holiday-event'\, 'dips'\, 'christmas'\, 'number-of-servings'\, '3-steps-or-less']",{'appetizer'}
446145,Matcha Christmas Tree Bread,"Everyone loves playing with dough. It's the best part of bread baking and the creativity is endless. It's even better when it tastes good and adds fun to a party. My dough rose so well, it came out an ""obese"" Christmas tree, as my son called it. Next time, I'll have to make the branches thinner.","[""1   cup    water""\,""4   teaspoons    oil\, 56g  (half vegetable oil and half butter)""\,""3   cups    bread flour\, 360g  (up to half can be wholewheat flour)""\,""3   teaspoons   japanese green tea powder (matcha)""\,""1 3/4  teaspoons    salt""\,""2   teaspoons    sugar""\,""2 1/2  teaspoons    yeast""\,""1/2  cup    dried cranberries\, chopped ""\,""6       plum tomatoes\, halved ""]",135,8,"['Put into the bread machine the water\, oil\, flour\, tea powder\, salt\, sugar\, yeast\, and dried cranberries. Use the dough cycle.'\, 'Form the resulting dough into a tall triangle lying down on a floured pan. With scissors\, cut 5 branches on each side. Pat flour on each branch and twist and swirl it outward.'\, 'For the top end\, pinch to form a tree top. For the lower end\, tuck all the leftover dough under the tree trunk.'\, 'Cut small openings and insert tomato halves.'\, 'Place in a warm place until doubled in size. Spray with water and bake at 180degrees 20-30min. (Or until the color is right and inside measures 80 degrees Celsius.).']","['course'\, 'occasion'\, 'breads'\, 'holiday-event'\, 'christmas'\, 'yeast']",{'bread'}
